province,hospital_th,hospital_en,h_code,affiliation,hospital_type,beds,specialty_note,health_region
กระบี่,โรงพยาบาลกระบี่,KRABI HOSPITAL,10738,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),474.0,uivui,11
พังงา,โรงพยาบาลพังงา,PHANG-NGA HOSPITAL,10739,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),206.0,,11
พังงา,โรงพยาบาลตะกั่วป่า,TAKUAPA HOSPITAL,10740,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),209.0,,11
ภูเก็ต,โรงพยาบาลวชิระภูเก็ต,VACHIRAPHUKET HOSPITAL,10741,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลศูนย์(รพศ.),0.0,,11
สุราษฎร์ธานี,โรงพยาบาลเกาะสมุย,KOH SAMUI HOSPITAL,10742,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),158.0,"""• การนำปัญหาและข้อมูลผู้ป่วยบาดเจ็บรุนแรงที่ศีรษะที่มีความจำเป็นต้องรับการรักษาด้วยวิธีการผ่าตัดสมองฉุกเฉินทำให้โรงพยาบาลเกาะ<br />สมุยเป็นศูนย์ประสานสำรองเตียงกรณีผ่าตัดสมองฉุกเฉินและกรณีการใช้เครื่องช่วยหายใจโดยครอบคลุมพื้นที่ 3 เกาะ (สมุย พะงัน และเกาะเต่า)• การจัดตั้งศูนย์นเรนทรอ่าวไทย (1669)  ที่โรงพยาบาลเกาะสมุย ""<br />",11
ระนอง,โรงพยาบาลระนอง,RANONG HOSPITAL,10743,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),300.0,มีความสามารถในการให้บริการระดับปฐมภูมิ ทุติยภูมิ/ตติยภูมิ ครอบคลุมทุกสาขาหลัก,11
ชุมพร,โรงพยาบาลชุมพรเขตรอุดมศักดิ์,CHUMPHON KHET UDOMSAKDIHOSPITAL,10744,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),509.0,,11
สงขลา,โรงพยาบาลสงขลา,SONGKHLA HOSPITAL,10745,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),508.0,,12
สตูล,โรงพยาบาลสตูล,SATUN HOSPITAL,10746,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),239.0,-ผู้ป่วยหลอดเลือดสมอง (stroke)<br />-ผู้ป่วยไตวายเรื้องรัง (chronic kidney disease)<br />-ผู้ป่วยทางเดินปัสสาวะ (urology),12
พัทลุง,โรงพยาบาลพัทลุง,PHATTHALUNG HOSPITAL,10747,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),450.0,,12
ปัตตานี,โรงพยาบาลปัตตานี,PATTANI HOSPITAL,10748,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),504.0,,12
ยะลา,โรงพยาบาลเบตง,BETONG HOSPITAL,10749,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),170.0,,12
นราธิวาส,โรงพยาบาลนราธิวาสราชนครินทร์,NARADHIWASRAJANAGARINDRA HOSPITAL,10750,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),407.0, - การดูแลผู้ป่วยโรคหลอดเลือดสมองตีบหรืออุดตัน<br /> - การดูแลผู้ป่วยโรคหัวใจขาดเลือดเฉียบพลันชนิด ST<br /> - การดูแลผู้ป่วยศัลยกรรมระบบประสาท,12
นราธิวาส,โรงพยาบาลสุไหงโก-ลก,SUNGIKOLOK HOSPITAL,10751,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),212.0,"จุดเน้น NCD <br />1. DM<br />2. HT<br />3. STROKE<br />4. STEMI<br />5. CKD<br /><br /><br />จุดเน้นราย PCT<br />1. DM FOOT <br />2. Fx.HIP<br />3. DIABETIC RETINOPATHY <br />4. PRETERM<br />5. PIH,PPH<br />",12
สมุทรปราการ,โรงพยาบาลบางบ่อ,BANGBO HOSPITAL,10752,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120.0,,6
